Date,Group,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions
01/01/2020-04/30/2022,By Total,Mississippi,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,3786.0,3864.0
01/01/2020-04/30/2022,By Total,Mississippi,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,1460.0,1567.0
01/01/2020-04/30/2022,By Total,Mississippi,Circulatory diseases,Cardiac arrest,I46,All Ages,1673.0,1679.0
01/01/2020-04/30/2022,By Total,Mississippi,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,884.0,895.0
01/01/2020-04/30/2022,By Total,Mississippi,Circulatory diseases,Heart failure,I50,All Ages,1317.0,1317.0
01/01/2020-04/30/2022,By Total,Mississippi,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,783.0,793.0
01/01/2020-04/30/2022,By Total,Mississippi,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,1129.0,1202.0
01/01/2020-04/30/2022,By Total,Mississippi,Sepsis,Sepsis,A40-A41,All Ages,1331.0,1331.0
01/01/2020-04/30/2022,By Total,Mississippi,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,871.0,997.0
01/01/2020-04/30/2022,By Total,Mississippi,Diabetes,Diabetes,E10-E14,All Ages,2398.0,2409.0
01/01/2020-04/30/2022,By Total,Mississippi,Obesity,Obesity,E65-E68,All Ages,625.0,625.0
01/01/2020-04/30/2022,By Total,Mississippi,Alzheimer disease,Alzheimer disease,G30,All Ages,395.0,400.0
01/01/2020-04/30/2022,By Total,Mississippi,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,762.0,764.0
01/01/2020-04/30/2022,By Total,Mississippi,Renal failure,Renal failure,N17-N19,All Ages,1371.0,1411.0
01/01/2020-04/30/2022,By Total,Mississippi,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,269.0,482.0
01/01/2020-04/30/2022,By Total,Mississippi,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,5015.0,7689.0
01/01/2020-04/30/2022,By Total,Mississippi,COVID-19,COVID-19,U071,All Ages,13097.0,13097.0
01/01/2020-04/30/2022,By Total,Missouri,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,9524.0,9905.0
01/01/2020-04/30/2022,By Total,Missouri,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,1687.0,1759.0
01/01/2020-04/30/2022,By Total,Missouri,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,2021.0,2021.0
01/01/2020-04/30/2022,By Total,Missouri,Respiratory diseases,Respiratory failure,J96,All Ages,7544.0,7759.0
01/01/2020-04/30/2022,By Total,Missouri,Respiratory diseases,Respiratory arrest,R09.2,All Ages,346.0,346.0
01/01/2020-04/30/2022,By Total,Missouri,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,959.0,1028.0
01/01/2020-04/30/2022,By Total,Missouri,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,2038.0,2067.0
01/01/2020-04/30/2022,By Total,Missouri,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,1668.0,1787.0
01/01/2020-04/30/2022,By Total,Missouri,Circulatory diseases,Cardiac arrest,I46,All Ages,1267.0,1267.0
01/01/2020-04/30/2022,By Total,Missouri,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,1352.0,1384.0
01/01/2020-04/30/2022,By Total,Missouri,Circulatory diseases,Heart failure,I50,All Ages,1533.0,1533.0
01/01/2020-04/30/2022,By Total,Missouri,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,961.0,991.0
01/01/2020-04/30/2022,By Total,Missouri,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,1413.0,1534.0
01/01/2020-04/30/2022,By Total,Missouri,Sepsis,Sepsis,A40-A41,All Ages,1739.0,1739.0
01/01/2020-04/30/2022,By Total,Missouri,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,974.0,1092.0
01/01/2020-04/30/2022,By Total,Missouri,Diabetes,Diabetes,E10-E14,All Ages,1940.0,1963.0
01/01/2020-04/30/2022,By Total,Missouri,Obesity,Obesity,E65-E68,All Ages,697.0,697.0
01/01/2020-04/30/2022,By Total,Missouri,Alzheimer disease,Alzheimer disease,G30,All Ages,683.0,683.0
01/01/2020-04/30/2022,By Total,Missouri,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,1286.0,1292.0
01/01/2020-04/30/2022,By Total,Missouri,Renal failure,Renal failure,N17-N19,All Ages,2355.0,2468.0
01/01/2020-04/30/2022,By Total,Missouri,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,388.0,693.0
01/01/2020-04/30/2022,By Total,Missouri,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,8021.0,12186.0
01/01/2020-04/30/2022,By Total,Missouri,COVID-19,COVID-19,U071,All Ages,20485.0,20485.0
01/01/2020-04/30/2022,By Total,Montana,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1677.0,1795.0
01/01/2020-04/30/2022,By Total,Montana,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,554.0,584.0
01/01/2020-04/30/2022,By Total,Montana,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,298.0,298.0
01/01/2020-04/30/2022,By Total,Montana,Respiratory diseases,Respiratory failure,J96,All Ages,1791.0,1879.0
01/01/2020-04/30/2022,By Total,Montana,Respiratory diseases,Respiratory arrest,R09.2,All Ages,79.0,79.0
01/01/2020-04/30/2022,By Total,Montana,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,267.0,289.0
01/01/2020-04/30/2022,By Total,Montana,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,642.0,644.0
01/01/2020-04/30/2022,By Total,Montana,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,491.0,549.0
01/01/2020-04/30/2022,By Total,Montana,Circulatory diseases,Cardiac arrest,I46,All Ages,188.0,188.0
01/01/2020-04/30/2022,By Total,Montana,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,358.0,373.0
01/01/2020-04/30/2022,By Total,Montana,Circulatory diseases,Heart failure,I50,All Ages,286.0,286.0
01/01/2020-04/30/2022,By Total,Montana,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,194.0,203.0
01/01/2020-04/30/2022,By Total,Montana,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,420.0,489.0
01/01/2020-04/30/2022,By Total,Montana,Sepsis,Sepsis,A40-A41,All Ages,266.0,266.0
01/01/2020-04/30/2022,By Total,Montana,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,248.0,272.0
01/01/2020-04/30/2022,By Total,Montana,Diabetes,Diabetes,E10-E14,All Ages,637.0,646.0
01/01/2020-04/30/2022,By Total,Montana,Obesity,Obesity,E65-E68,All Ages,310.0,311.0
01/01/2020-04/30/2022,By Total,Montana,Alzheimer disease,Alzheimer disease,G30,All Ages,88.0,88.0
01/01/2020-04/30/2022,By Total,Montana,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,316.0,317.0
01/01/2020-04/30/2022,By Total,Montana,Renal failure,Renal failure,N17-N19,All Ages,347.0,369.0
01/01/2020-04/30/2022,By Total,Montana,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,110.0,216.0
01/01/2020-04/30/2022,By Total,Montana,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,1877.0,3377.0
01/01/2020-04/30/2022,By Total,Montana,COVID-19,COVID-19,U071,All Ages,3506.0,3506.0
01/01/2020-04/30/2022,By Total,Nebraska,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,2063.0,2188.0
01/01/2020-04/30/2022,By Total,Nebraska,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,593.0,613.0
01/01/2020-04/30/2022,By Total,Nebraska,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,374.0,374.0
01/01/2020-04/30/2022,By Total,Nebraska,Respiratory diseases,Respiratory failure,J96,All Ages,2134.0,2190.0
01/01/2020-04/30/2022,By Total,Nebraska,Respiratory diseases,Respiratory arrest,R09.2,All Ages,224.0,224.0
01/01/2020-04/30/2022,By Total,Nebraska,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,348.0,368.0
01/01/2020-04/30/2022,By Total,Nebraska,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,901.0,928.0
01/01/2020-04/30/2022,By Total,Nebraska,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,558.0,591.0
01/01/2020-04/30/2022,By Total,Nebraska,Circulatory diseases,Cardiac arrest,I46,All Ages,492.0,492.0
01/01/2020-04/30/2022,By Total,Nebraska,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,596.0,614.0
01/01/2020-04/30/2022,By Total,Nebraska,Circulatory diseases,Heart failure,I50,All Ages,530.0,530.0
01/01/2020-04/30/2022,By Total,Nebraska,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,277.0,286.0
01/01/2020-04/30/2022,By Total,Nebraska,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,547.0,611.0
01/01/2020-04/30/2022,By Total,Nebraska,Sepsis,Sepsis,A40-A41,All Ages,429.0,429.0
01/01/2020-04/30/2022,By Total,Nebraska,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,359.0,434.0
01/01/2020-04/30/2022,By Total,Nebraska,Diabetes,Diabetes,E10-E14,All Ages,801.0,806.0
01/01/2020-04/30/2022,By Total,Nebraska,Obesity,Obesity,E65-E68,All Ages,294.0,298.0
01/01/2020-04/30/2022,By Total,Nebraska,Alzheimer disease,Alzheimer disease,G30,All Ages,207.0,208.0
01/01/2020-04/30/2022,By Total,Nebraska,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,521.0,522.0
01/01/2020-04/30/2022,By Total,Nebraska,Renal failure,Renal failure,N17-N19,All Ages,552.0,575.0
01/01/2020-04/30/2022,By Total,Nebraska,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,163.0,286.0
01/01/2020-04/30/2022,By Total,Nebraska,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,2560.0,4397.0
01/01/2020-04/30/2022,By Total,Nebraska,COVID-19,COVID-19,U071,All Ages,4924.0,4924.0
01/01/2020-04/30/2022,By Total,Nevada,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,8010.0,8076.0
01/01/2020-04/30/2022,By Total,Nevada,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,760.0,781.0
01/01/2020-04/30/2022,By Total,Nevada,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,4948.0,4948.0
01/01/2020-04/30/2022,By Total,Nevada,Respiratory diseases,Respiratory failure,J96,All Ages,3309.0,3394.0
01/01/2020-04/30/2022,By Total,Nevada,Respiratory diseases,Respiratory arrest,R09.2,All Ages,257.0,257.0
01/01/2020-04/30/2022,By Total,Nevada,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,390.0,423.0
01/01/2020-04/30/2022,By Total,Nevada,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,1567.0,1582.0
01/01/2020-04/30/2022,By Total,Nevada,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,796.0,859.0
01/01/2020-04/30/2022,By Total,Nevada,Circulatory diseases,Cardiac arrest,I46,All Ages,2552.0,2553.0
01/01/2020-04/30/2022,By Total,Nevada,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,612.0,628.0
01/01/2020-04/30/2022,By Total,Nevada,Circulatory diseases,Heart failure,I50,All Ages,619.0,619.0
01/01/2020-04/30/2022,By Total,Nevada,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,401.0,418.0
01/01/2020-04/30/2022,By Total,Nevada,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,622.0,696.0
01/01/2020-04/30/2022,By Total,Nevada,Sepsis,Sepsis,A40-A41,All Ages,1530.0,1531.0
01/01/2020-04/30/2022,By Total,Nevada,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,366.0,497.0
01/01/2020-04/30/2022,By Total,Nevada,Diabetes,Diabetes,E10-E14,All Ages,1375.0,1379.0
01/01/2020-04/30/2022,By Total,Nevada,Obesity,Obesity,E65-E68,All Ages,542.0,542.0
01/01/2020-04/30/2022,By Total,Nevada,Alzheimer disease,Alzheimer disease,G30,All Ages,105.0,105.0
01/01/2020-04/30/2022,By Total,Nevada,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,336.0,336.0
01/01/2020-04/30/2022,By Total,Nevada,Renal failure,Renal failure,N17-N19,All Ages,928.0,956.0
01/01/2020-04/30/2022,By Total,Nevada,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,222.0,411.0
01/01/2020-04/30/2022,By Total,Nevada,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,4907.0,7152.0
01/01/2020-04/30/2022,By Total,Nevada,COVID-19,COVID-19,U071,All Ages,10979.0,10979.0
01/01/2020-04/30/2022,By Total,New Hampshire,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,887.0,939.0
01/01/2020-04/30/2022,By Total,New Hampshire,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,281.0,292.0
01/01/2020-04/30/2022,By Total,New Hampshire,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,202.0,202.0
01/01/2020-04/30/2022,By Total,New Hampshire,Respiratory diseases,Respiratory failure,J96,All Ages,834.0,863.0
01/01/2020-04/30/2022,By Total,New Hampshire,Respiratory diseases,Respiratory arrest,R09.2,All Ages,53.0,53.0
01/01/2020-04/30/2022,By Total,New Hampshire,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,144.0,154.0
01/01/2020-04/30/2022,By Total,New Hampshire,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,275.0,279.0
01/01/2020-04/30/2022,By Total,New Hampshire,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,270.0,287.0
01/01/2020-04/30/2022,By Total,New Hampshire,Circulatory diseases,Cardiac arrest,I46,All Ages,186.0,186.0
01/01/2020-04/30/2022,By Total,New Hampshire,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,208.0,214.0
01/01/2020-04/30/2022,By Total,New Hampshire,Circulatory diseases,Heart failure,I50,All Ages,240.0,240.0
01/01/2020-04/30/2022,By Total,New Hampshire,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,120.0,124.0
01/01/2020-04/30/2022,By Total,New Hampshire,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,229.0,244.0
01/01/2020-04/30/2022,By Total,New Hampshire,Sepsis,Sepsis,A40-A41,All Ages,145.0,145.0
01/01/2020-04/30/2022,By Total,New Hampshire,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,127.0,148.0
01/01/2020-04/30/2022,By Total,New Hampshire,Diabetes,Diabetes,E10-E14,All Ages,272.0,275.0
01/01/2020-04/30/2022,By Total,New Hampshire,Obesity,Obesity,E65-E68,All Ages,99.0,99.0
01/01/2020-04/30/2022,By Total,New Hampshire,Alzheimer disease,Alzheimer disease,G30,All Ages,76.0,76.0
01/01/2020-04/30/2022,By Total,New Hampshire,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,377.0,377.0
01/01/2020-04/30/2022,By Total,New Hampshire,Renal failure,Renal failure,N17-N19,All Ages,259.0,268.0
01/01/2020-04/30/2022,By Total,New Hampshire,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,57.0,110.0
01/01/2020-04/30/2022,By Total,New Hampshire,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,1088.0,1595.0
01/01/2020-04/30/2022,By Total,New Hampshire,COVID-19,COVID-19,U071,All Ages,2459.0,2459.0
01/01/2020-04/30/2022,By Total,New Jersey,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,15201.0,15477.0
01/01/2020-04/30/2022,By Total,New Jersey,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,1944.0,2018.0
01/01/2020-04/30/2022,By Total,New Jersey,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,4310.0,4310.0
01/01/2020-04/30/2022,By Total,New Jersey,Respiratory diseases,Respiratory failure,J96,All Ages,14617.0,14856.0
01/01/2020-04/30/2022,By Total,New Jersey,Respiratory diseases,Respiratory arrest,R09.2,All Ages,1007.0,1007.0
01/01/2020-04/30/2022,By Total,New Jersey,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,1304.0,1371.0
01/01/2020-04/30/2022,By Total,New Jersey,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,4547.0,4571.0
01/01/2020-04/30/2022,By Total,New Jersey,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,3258.0,3480.0
01/01/2020-04/30/2022,By Total,New Jersey,Circulatory diseases,Cardiac arrest,I46,All Ages,7095.0,7095.0
01/01/2020-04/30/2022,By Total,New Jersey,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,2315.0,2372.0
01/01/2020-04/30/2022,By Total,New Jersey,Circulatory diseases,Heart failure,I50,All Ages,1989.0,1989.0
01/01/2020-04/30/2022,By Total,New Jersey,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,1379.0,1414.0
01/01/2020-04/30/2022,By Total,New Jersey,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,2057.0,2287.0
01/01/2020-04/30/2022,By Total,New Jersey,Sepsis,Sepsis,A40-A41,All Ages,3647.0,3647.0
01/01/2020-04/30/2022,By Total,New Jersey,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,1723.0,1913.0
01/01/2020-04/30/2022,By Total,New Jersey,Diabetes,Diabetes,E10-E14,All Ages,3349.0,3370.0
01/01/2020-04/30/2022,By Total,New Jersey,Obesity,Obesity,E65-E68,All Ages,851.0,853.0
01/01/2020-04/30/2022,By Total,New Jersey,Alzheimer disease,Alzheimer disease,G30,All Ages,594.0,595.0
01/01/2020-04/30/2022,By Total,New Jersey,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,2271.0,2272.0
01/01/2020-04/30/2022,By Total,New Jersey,Renal failure,Renal failure,N17-N19,All Ages,3467.0,3622.0
01/01/2020-04/30/2022,By Total,New Jersey,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,669.0,1217.0
01/01/2020-04/30/2022,By Total,New Jersey,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,12996.0,20870.0
01/01/2020-04/30/2022,By Total,New Jersey,COVID-19,COVID-19,U071,All Ages,31843.0,31843.0
01/01/2020-04/30/2022,By Total,New Mexico,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,4107.0,4186.0
01/01/2020-04/30/2022,By Total,New Mexico,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,593.0,605.0
01/01/2020-04/30/2022,By Total,New Mexico,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,676.0,676.0
01/01/2020-04/30/2022,By Total,New Mexico,Respiratory diseases,Respiratory failure,J96,All Ages,2238.0,2322.0
01/01/2020-04/30/2022,By Total,New Mexico,Respiratory diseases,Respiratory arrest,R09.2,All Ages,158.0,158.0
01/01/2020-04/30/2022,By Total,New Mexico,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,269.0,288.0
01/01/2020-04/30/2022,By Total,New Mexico,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,1183.0,1192.0
01/01/2020-04/30/2022,By Total,New Mexico,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,934.0,968.0
01/01/2020-04/30/2022,By Total,New Mexico,Circulatory diseases,Cardiac arrest,I46,All Ages,570.0,570.0
01/01/2020-04/30/2022,By Total,New Mexico,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,285.0,289.0
01/01/2020-04/30/2022,By Total,New Mexico,Circulatory diseases,Heart failure,I50,All Ages,307.0,308.0
01/01/2020-04/30/2022,By Total,New Mexico,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,254.0,262.0
01/01/2020-04/30/2022,By Total,New Mexico,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,412.0,451.0
01/01/2020-04/30/2022,By Total,New Mexico,Sepsis,Sepsis,A40-A41,All Ages,532.0,532.0
01/01/2020-04/30/2022,By Total,New Mexico,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,283.0,319.0
01/01/2020-04/30/2022,By Total,New Mexico,Diabetes,Diabetes,E10-E14,All Ages,1253.0,1259.0
01/01/2020-04/30/2022,By Total,New Mexico,Obesity,Obesity,E65-E68,All Ages,635.0,635.0
01/01/2020-04/30/2022,By Total,New Mexico,Alzheimer disease,Alzheimer disease,G30,All Ages,164.0,164.0
01/01/2020-04/30/2022,By Total,New Mexico,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,388.0,388.0
01/01/2020-04/30/2022,By Total,New Mexico,Renal failure,Renal failure,N17-N19,All Ages,680.0,695.0
01/01/2020-04/30/2022,By Total,New Mexico,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,234.0,504.0
01/01/2020-04/30/2022,By Total,New Mexico,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,2507.0,3768.0
01/01/2020-04/30/2022,By Total,New Mexico,COVID-19,COVID-19,U071,All Ages,7720.0,7720.0
01/01/2020-04/30/2022,By Total,New York,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,15180.0,15409.0
01/01/2020-04/30/2022,By Total,New York,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,2636.0,2749.0
01/01/2020-04/30/2022,By Total,New York,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,4533.0,4533.0
01/01/2020-04/30/2022,By Total,New York,Respiratory diseases,Respiratory failure,J96,All Ages,12623.0,12859.0
01/01/2020-04/30/2022,By Total,New York,Respiratory diseases,Respiratory arrest,R09.2,All Ages,1202.0,1202.0
01/01/2020-04/30/2022,By Total,New York,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,1088.0,1121.0
01/01/2020-04/30/2022,By Total,New York,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,5068.0,5140.0
01/01/2020-04/30/2022,By Total,New York,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,3594.0,3848.0
01/01/2020-04/30/2022,By Total,New York,Circulatory diseases,Cardiac arrest,I46,All Ages,8539.0,8540.0
01/01/2020-04/30/2022,By Total,New York,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,2358.0,2403.0
01/01/2020-04/30/2022,By Total,New York,Circulatory diseases,Heart failure,I50,All Ages,2391.0,2391.0
01/01/2020-04/30/2022,By Total,New York,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,1400.0,1444.0
01/01/2020-04/30/2022,By Total,New York,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,2311.0,2564.0
01/01/2020-04/30/2022,By Total,New York,Sepsis,Sepsis,A40-A41,All Ages,2651.0,2653.0
01/01/2020-04/30/2022,By Total,New York,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,1949.0,2230.0
01/01/2020-04/30/2022,By Total,New York,Diabetes,Diabetes,E10-E14,All Ages,3417.0,3451.0
01/01/2020-04/30/2022,By Total,New York,Obesity,Obesity,E65-E68,All Ages,866.0,867.0
01/01/2020-04/30/2022,By Total,New York,Alzheimer disease,Alzheimer disease,G30,All Ages,707.0,708.0
